log_id,user_id,role,store_id_accessed,query_type,execution_time_ms,rows_returned,queries_in_last_60s,hour_of_day,day_of_week,is_anomaly,anomaly_type
4132,18,billing_staff,2,SELECT_PAYMENT,40,10,1,13.0,3.0,False,
4133,6,billing_staff,1,INSERT_PAYMENT,22,1,8,13.0,3.0,False,
4134,1,manager,1,SELECT_REVENUE_REPORT,232,63,5,13.0,3.0,False,
4135,6,billing_staff,1,SELECT_PAYMENT,47,4,13,13.0,3.0,False,
4136,5,billing_staff,1,SELECT_CUSTOMER,25,4,7,13.0,3.0,False,
4137,14,analyst,2,SELECT_RENTAL_SUMMARY,56,106,13,13.0,3.0,False,
4138,13,analyst,2,SELECT_FILM_DETAILS,34,22,3,13.0,3.0,False,
4139,11,admin,1,SELECT_SYSTEM_LOGS,392,1164,11,13.0,3.0,False,
4140,11,admin,1,SELECT_ALL_TABLES,534,3175,3,14.0,3.0,False,
4141,20,support_staff,2,UPDATE_CUSTOMER,12,1,4,14.0,3.0,False,
4142,19,support_staff,2,SELECT_CUSTOMER,35,3,6,14.0,3.0,False,
4143,6,billing_staff,1,SELECT_CUSTOMER,29,5,6,14.0,3.0,False,
4144,11,admin,1,UPDATE_STAFF,22,1,4,14.0,3.0,False,
4145,12,manager,2,SELECT_STORE_SUMMARY,54,3,13,14.0,3.0,False,
4146,11,admin,1,SELECT_ALL_TABLES,2021,48097,1,15.0,3.0,True,performance
4147,12,manager,2,SELECT_REVENUE_REPORT,224,270,14,15.0,3.0,False,
4148,10,support_staff,1,SELECT_RENTAL_STATUS,34,5,11,16.0,3.0,False,
4149,18,billing_staff,2,SELECT_CUSTOMER,20,8,7,16.0,3.0,False,
4150,15,auditor,2,SELECT_STAFF_ACTIVITY,635,500,9,16.0,3.0,True,performance
4151,9,support_staff,1,UPDATE_CUSTOMER,17,1,2,16.0,3.0,False,
4152,6,billing_staff,1,INSERT_PAYMENT,16,1,14,16.0,3.0,False,
4153,7,billing_staff,1,SELECT_PAYMENT,47,27,4,16.0,3.0,False,
4154,5,billing_staff,1,INSERT_PAYMENT,20,1,11,16.0,3.0,False,
4155,7,billing_staff,1,SELECT_PAYMENT,47,30,6,16.0,3.0,False,
4156,15,auditor,2,SELECT_ALL_PAYMENTS,315,342,9,17.0,3.0,False,
4157,3,analyst,1,SELECT_RENTAL_SUMMARY,44,38,4,17.0,3.0,False,
4158,4,auditor,1,SELECT_RENTAL_AUDIT,144,198,6,17.0,3.0,False,
4159,18,billing_staff,2,INSERT_PAYMENT,16,1,12,17.0,3.0,False,
4160,22,admin,2,UPDATE_STAFF,16,1,3,17.0,3.0,False,
4161,17,billing_staff,2,INSERT_PAYMENT,16,1,13,17.0,3.0,False,
4162,22,admin,2,UPDATE_STAFF,18,1,7,17.0,3.0,False,
4163,4,auditor,1,SELECT_ALL_PAYMENTS,301,585,2,17.0,3.0,False,
4164,5,billing_staff,1,SELECT_CUSTOMER,26,9,8,17.0,3.0,False,
4165,21,support_staff,2,SELECT_CUSTOMER,31,7,6,17.0,3.0,False,
4166,17,billing_staff,2,INSERT_PAYMENT,20,1,10,17.0,3.0,False,
4167,19,support_staff,2,SELECT_CUSTOMER,27,2,11,8.0,4.0,False,
4168,13,analyst,2,SELECT_FILM_DETAILS,25,48,1,8.0,4.0,False,
4169,7,billing_staff,1,SELECT_PAYMENT,47,1,13,8.0,4.0,False,
4170,18,billing_staff,2,SELECT_PAYMENT,44,28,3,8.0,4.0,False,
4171,10,support_staff,1,SELECT_RENTAL_STATUS,45,4,8,8.0,4.0,False,
4172,22,admin,2,SELECT_SYSTEM_LOGS,395,1683,4,8.0,4.0,False,
4173,15,auditor,2,SELECT_RENTAL_AUDIT,206,73,13,8.0,4.0,False,
4174,13,analyst,2,SELECT_FILM_DETAILS,35,22,12,8.0,4.0,False,
4175,1,manager,1,SELECT_REVENUE_REPORT,176,327,10,9.0,4.0,False,
4176,13,analyst,2,SELECT_FILM_DETAILS,35,20,6,9.0,4.0,False,
4177,8,support_staff,1,SELECT_RENTAL_STATUS,45,9,7,9.0,4.0,False,
4178,20,support_staff,1,SELECT_RENTAL_STATUS,40,16,9,9.0,4.0,True,security
4179,22,admin,2,SELECT_ALL_TABLES,2499,44660,10,9.0,4.0,True,performance
4180,22,admin,2,UPDATE_STAFF,17,1,4,9.0,4.0,False,
4181,1,manager,1,SELECT_STORE_SUMMARY,60,1,11,9.0,4.0,False,
4182,17,billing_staff,2,INSERT_PAYMENT,21,1,6,9.0,4.0,False,
4183,13,analyst,2,SELECT_CUSTOMER_HISTORY,64,46,1,9.0,4.0,False,
4184,20,support_staff,2,SELECT_CUSTOMER,35,2,12,10.0,4.0,False,
4185,14,analyst,2,SELECT_FILM_DETAILS,31,15,14,10.0,4.0,False,
4186,3,analyst,1,SELECT_FILM_DETAILS,26,36,1,10.0,4.0,False,
4187,20,support_staff,2,SELECT_RENTAL_STATUS,41,17,12,10.0,4.0,False,
4188,13,analyst,2,SELECT_FILM_DETAILS,28,41,7,10.0,4.0,False,
4189,9,support_staff,1,UPDATE_CUSTOMER,13,1,7,10.0,4.0,False,
4190,8,support_staff,1,SELECT_RENTAL_STATUS,38,13,5,10.0,4.0,False,
4191,10,support_staff,1,SELECT_CUSTOMER,28,9,12,10.0,4.0,False,
4192,1,manager,1,SELECT_INVENTORY,64,76,12,10.0,4.0,False,
4193,1,manager,1,SELECT_INVENTORY,68,83,14,11.0,4.0,False,
4194,21,support_staff,2,UPDATE_CUSTOMER,17,1,14,11.0,4.0,False,
4195,16,billing_staff,2,SELECT_PAYMENT,42,25,5,11.0,4.0,False,
4196,22,admin,2,UPDATE_STAFF,20,1,10,11.0,4.0,False,
4197,1,manager,1,SELECT_REVENUE_REPORT,188,389,12,11.0,4.0,False,
4198,21,support_staff,2,UPDATE_CUSTOMER,16,1,13,11.0,4.0,False,
4199,19,support_staff,2,UPDATE_CUSTOMER,14,1,7,12.0,4.0,False,
4200,5,billing_staff,1,SELECT_PAYMENT,40,18,12,12.0,4.0,False,
4201,10,support_staff,1,SELECT_RENTAL_STATUS,34,20,13,12.0,4.0,False,
4202,21,support_staff,2,UPDATE_CUSTOMER,16,1,2,12.0,4.0,False,
4203,5,billing_staff,1,INSERT_PAYMENT,23,1,12,12.0,4.0,False,
4204,11,admin,1,UPDATE_STAFF,21,1,6,12.0,4.0,False,
4205,14,analyst,2,SELECT_FILM_DETAILS,29,36,6,12.0,4.0,False,
4206,10,support_staff,1,SELECT_CUSTOMER,26,8,13,12.0,4.0,False,
4207,17,billing_staff,2,SELECT_CUSTOMER,28,4,7,12.0,4.0,False,
4208,19,support_staff,2,SELECT_RENTAL_STATUS,34,15,13,12.0,4.0,False,
4209,21,support_staff,2,UPDATE_CUSTOMER,14,1,10,12.0,4.0,False,
4210,18,billing_staff,2,SELECT_CUSTOMER,28,2,7,12.0,4.0,False,
4211,16,billing_staff,2,SELECT_CUSTOMER,27,4,2,12.0,4.0,False,
4212,14,analyst,2,SELECT_CUSTOMER_HISTORY,68,56,3,13.0,4.0,False,
4213,5,billing_staff,1,SELECT_CUSTOMER,28,6,14,13.0,4.0,False,
4214,18,billing_staff,2,INSERT_PAYMENT,20,1,14,13.0,4.0,False,
4215,16,billing_staff,2,INSERT_PAYMENT,16,1,13,13.0,4.0,False,
4216,13,analyst,2,SELECT_CUSTOMER_HISTORY,65,98,2,13.0,4.0,False,
4217,1,manager,1,SELECT_STORE_SUMMARY,71,1,7,13.0,4.0,False,
4218,20,support_staff,2,SELECT_RENTAL_STATUS,46,13,8,13.0,4.0,False,
4219,16,billing_staff,2,SELECT_PAYMENT,39,21,4,13.0,4.0,False,
4220,5,billing_staff,1,INSERT_PAYMENT,19,1,7,14.0,4.0,False,
4221,4,auditor,1,SELECT_RENTAL_AUDIT,196,235,5,14.0,4.0,False,
4222,5,billing_staff,1,SELECT_CUSTOMER,23,3,1,14.0,4.0,False,
4223,1,manager,1,SELECT_STORE_SUMMARY,51,1,4,14.0,4.0,False,
4224,14,analyst,2,SELECT_FILM_DETAILS,27,28,5,15.0,4.0,False,
4225,12,manager,2,SELECT_REVENUE_REPORT,239,191,7,15.0,4.0,False,
4226,4,auditor,1,SELECT_RENTAL_AUDIT,187,214,14,15.0,4.0,False,
4227,20,support_staff,2,SELECT_CUSTOMER,31,3,12,15.0,4.0,False,
4228,22,admin,2,UPDATE_STAFF,22,1,5,15.0,4.0,False,
4229,4,auditor,1,SELECT_STAFF_ACTIVITY,146,10,3,15.0,4.0,False,
4230,19,support_staff,2,UPDATE_CUSTOMER,17,1,5,15.0,4.0,False,
4231,17,billing_staff,2,SELECT_CUSTOMER,28,6,4,15.0,4.0,False,
4232,3,analyst,1,SELECT_RENTAL_SUMMARY,53,64,10,15.0,4.0,False,
4233,20,support_staff,2,SELECT_CUSTOMER,24,8,3,15.0,4.0,False,
4234,5,billing_staff,1,SELECT_PAYMENT,34,29,1,16.0,4.0,False,
4235,13,analyst,2,SELECT_CUSTOMER_HISTORY,389,462,3,16.0,4.0,True,performance
4236,22,admin,2,SELECT_ALL_TABLES,470,1924,1,16.0,4.0,False,
4237,10,support_staff,1,SELECT_CUSTOMER,32,4,14,16.0,4.0,False,
4238,3,analyst,1,SELECT_RENTAL_SUMMARY,40,46,4,16.0,4.0,False,
4239,20,support_staff,2,UPDATE_CUSTOMER,16,1,10,16.0,4.0,False,
4240,6,billing_staff,1,SELECT_CUSTOMER,29,6,10,16.0,4.0,False,
4241,16,billing_staff,2,SELECT_PAYMENT,33,8,14,16.0,4.0,False,
4242,4,auditor,1,SELECT_STAFF_ACTIVITY,162,28,1,16.0,4.0,False,
4243,1,manager,1,SELECT_STORE_SUMMARY,67,4,1,17.0,4.0,False,
4244,4,auditor,1,SELECT_RENTAL_AUDIT,168,150,7,17.0,4.0,False,
4245,6,billing_staff,1,SELECT_PAYMENT,44,2,7,17.0,4.0,False,
4246,2,analyst,1,SELECT_CUSTOMER_HISTORY,68,5,1,17.0,4.0,False,
4247,15,auditor,2,SELECT_STAFF_ACTIVITY,166,82,8,17.0,4.0,False,
4248,21,support_staff,2,UPDATE_CUSTOMER,13,1,8,17.0,4.0,False,
4249,2,analyst,1,SELECT_CUSTOMER_HISTORY,76,22,13,17.0,4.0,False,
4250,17,billing_staff,2,INSERT_PAYMENT,17,1,11,4.0,5.0,True,temporal
4251,13,analyst,2,SELECT_CUSTOMER_HISTORY,85,73,7,8.0,5.0,False,
4252,22,admin,2,SELECT_ALL_TABLES,557,1631,9,8.0,5.0,False,
4253,11,admin,1,SELECT_SYSTEM_LOGS,451,1973,6,8.0,5.0,False,
4254,4,auditor,1,SELECT_ALL_PAYMENTS,334,686,2,8.0,5.0,False,
4255,4,auditor,1,SELECT_STAFF_ACTIVITY,171,65,1,8.0,5.0,False,
4256,3,analyst,1,SELECT_FILM_DETAILS,33,2,12,9.0,5.0,False,
4257,16,billing_staff,2,SELECT_PAYMENT,44,20,14,9.0,5.0,False,
4258,8,support_staff,1,UPDATE_CUSTOMER,12,1,7,9.0,5.0,False,
4259,21,support_staff,2,SELECT_RENTAL_STATUS,42,11,3,9.0,5.0,False,
4260,4,auditor,1,SELECT_STAFF_ACTIVITY,131,79,10,9.0,5.0,False,
4261,13,analyst,2,SELECT_CUSTOMER_HISTORY,94,27,6,9.0,5.0,False,
4262,20,support_staff,2,SELECT_CUSTOMER,28,1,14,9.0,5.0,False,
4263,18,billing_staff,2,INSERT_PAYMENT,17,1,2,9.0,5.0,False,
4264,15,auditor,2,SELECT_ALL_PAYMENTS,251,729,9,9.0,5.0,False,
4265,9,support_staff,1,SELECT_CUSTOMER,28,5,6,9.0,5.0,False,
4266,19,support_staff,2,SELECT_RENTAL_STATUS,47,11,6,10.0,5.0,False,
4267,4,auditor,1,SELECT_ALL_PAYMENTS,256,748,7,10.0,5.0,False,
4268,3,analyst,1,SELECT_RENTAL_SUMMARY,47,157,13,10.0,5.0,False,
4269,8,support_staff,1,UPDATE_CUSTOMER,12,1,2,10.0,5.0,False,
4270,17,billing_staff,2,INSERT_PAYMENT,23,1,3,10.0,5.0,False,
4271,8,support_staff,1,SELECT_RENTAL_STATUS,47,3,2,11.0,5.0,False,
4272,21,support_staff,2,SELECT_RENTAL_STATUS,32,7,8,11.0,5.0,False,
4273,22,admin,2,SELECT_SYSTEM_LOGS,391,1699,8,11.0,5.0,False,
4274,7,billing_staff,1,INSERT_PAYMENT,19,1,13,11.0,5.0,False,
4275,16,billing_staff,2,SELECT_CUSTOMER,21,2,10,11.0,5.0,False,
4276,14,analyst,2,SELECT_CUSTOMER_HISTORY,75,62,9,11.0,5.0,False,
4277,22,admin,2,UPDATE_STAFF,21,1,9,12.0,5.0,False,
4278,20,support_staff,2,SELECT_RENTAL_STATUS,33,8,6,12.0,5.0,False,
4279,5,billing_staff,1,SELECT_PAYMENT,38,6,1,12.0,5.0,False,
4280,18,billing_staff,2,INSERT_PAYMENT,21,1,2,12.0,5.0,False,
4281,2,analyst,1,SELECT_FILM_DETAILS,32,35,3,12.0,5.0,False,
4282,15,auditor,2,SELECT_STAFF_ACTIVITY,157,72,13,12.0,5.0,False,
4283,1,manager,1,SELECT_REVENUE_REPORT,169,236,2,12.0,5.0,False,
4284,14,analyst,2,SELECT_FILM_DETAILS,32,10,9,12.0,5.0,False,
4285,4,auditor,1,SELECT_RENTAL_AUDIT,806,1708,2,12.0,5.0,True,performance
4286,19,support_staff,2,UPDATE_CUSTOMER,12,1,7,12.0,5.0,False,
4287,11,admin,1,SELECT_ALL_TABLES,522,1119,1,13.0,5.0,False,
4288,5,billing_staff,1,SELECT_CUSTOMER,25,2,9,13.0,5.0,False,
4289,10,support_staff,1,UPDATE_CUSTOMER,12,1,8,13.0,5.0,False,
4290,1,manager,1,SELECT_STORE_SUMMARY,52,4,12,13.0,5.0,False,
4291,10,support_staff,1,SELECT_CUSTOMER,24,9,6,13.0,5.0,False,
4292,9,support_staff,2,UPDATE_CUSTOMER,15,1,6,13.0,5.0,True,security
4293,19,support_staff,2,UPDATE_CUSTOMER,14,1,11,13.0,5.0,False,
4294,12,manager,2,SELECT_STORE_SUMMARY,51,4,5,13.0,5.0,False,
4295,7,billing_staff,1,SELECT_PAYMENT,44,9,3,13.0,5.0,False,
4296,3,analyst,1,SELECT_RENTAL_SUMMARY,50,22,14,13.0,5.0,False,
4297,13,analyst,2,SELECT_CUSTOMER_HISTORY,88,68,1,13.0,5.0,False,
4298,7,billing_staff,1,SELECT_PAYMENT,33,18,6,13.0,5.0,False,
4299,7,billing_staff,1,INSERT_PAYMENT,20,1,9,13.0,5.0,False,
4300,21,support_staff,2,SELECT_RENTAL_STATUS,40,11,2,14.0,5.0,False,
4301,3,analyst,1,SELECT_RENTAL_SUMMARY,49,75,2,14.0,5.0,False,
4302,18,billing_staff,2,INSERT_PAYMENT,23,1,9,14.0,5.0,False,
4303,8,support_staff,1,SELECT_CUSTOMER,31,3,6,14.0,5.0,False,
4304,2,analyst,1,SELECT_RENTAL_SUMMARY,48,86,11,14.0,5.0,False,
4305,8,support_staff,1,SELECT_CUSTOMER,35,6,9,15.0,5.0,False,
4306,21,support_staff,2,SELECT_CUSTOMER,35,2,10,15.0,5.0,False,
4307,13,analyst,2,SELECT_RENTAL_SUMMARY,48,138,10,16.0,5.0,False,
4308,20,support_staff,2,UPDATE_CUSTOMER,12,1,5,16.0,5.0,False,
4309,7,billing_staff,1,SELECT_CUSTOMER,29,9,4,16.0,5.0,False,
4310,7,billing_staff,1,SELECT_PAYMENT,47,17,5,16.0,5.0,False,
4311,22,admin,2,UPDATE_STAFF,18,1,4,16.0,5.0,False,
4312,5,billing_staff,1,INSERT_PAYMENT,17,1,9,16.0,5.0,False,
4313,17,billing_staff,2,INSERT_PAYMENT,23,1,11,16.0,5.0,False,
4314,8,support_staff,1,SELECT_CUSTOMER,29,4,5,17.0,5.0,False,
4315,14,analyst,2,SELECT_CUSTOMER_HISTORY,267,132,6,17.0,5.0,True,performance
4316,3,analyst,1,SELECT_FILM_DETAILS,24,22,11,17.0,5.0,False,
4317,1,manager,1,SELECT_REVENUE_REPORT,187,314,6,17.0,5.0,False,
4318,11,admin,1,SELECT_ALL_TABLES,576,3860,3,0.0,6.0,True,temporal
4319,11,admin,1,SELECT_ALL_TABLES,445,791,1,3.0,6.0,True,temporal
4320,21,support_staff,2,UPDATE_CUSTOMER,17,1,13,14.0,6.0,True,temporal
4321,17,billing_staff,2,SELECT_PAYMENT,38,5,2,11.0,0.0,True,temporal
4322,2,analyst,1,SELECT_FILM_DETAILS,30,37,10,8.0,1.0,False,
4323,20,support_staff,2,SELECT_CUSTOMER,26,4,6,8.0,1.0,False,
4324,3,analyst,1,SELECT_CUSTOMER_HISTORY,67,94,6,8.0,1.0,False,
4325,22,admin,2,SELECT_ALL_TABLES,536,4063,14,8.0,1.0,False,
4326,11,admin,1,SELECT_ALL_TABLES,467,3886,10,8.0,1.0,False,
4327,18,billing_staff,2,INSERT_PAYMENT,17,1,13,8.0,1.0,False,
4328,15,auditor,2,SELECT_STAFF_ACTIVITY,136,38,1,9.0,1.0,False,
4329,10,support_staff,1,SELECT_RENTAL_STATUS,37,1,12,9.0,1.0,False,
4330,1,manager,1,SELECT_INVENTORY,64,168,11,9.0,1.0,False,
4331,21,support_staff,2,SELECT_RENTAL_STATUS,42,12,1,10.0,1.0,False,
4332,1,manager,1,SELECT_REVENUE_REPORT,219,378,4,10.0,1.0,False,
4333,22,admin,1,SELECT_SYSTEM_LOGS,413,1158,3,10.0,1.0,True,security
4334,6,billing_staff,1,INSERT_PAYMENT,16,1,13,10.0,1.0,False,
4335,8,support_staff,1,UPDATE_CUSTOMER,12,1,6,10.0,1.0,False,
4336,20,support_staff,2,SELECT_CUSTOMER,28,9,8,10.0,1.0,False,
4337,13,analyst,2,SELECT_FILM_DETAILS,33,28,5,10.0,1.0,False,
4338,19,support_staff,2,SELECT_RENTAL_STATUS,40,19,8,11.0,1.0,False,
4339,10,support_staff,1,UPDATE_CUSTOMER,17,1,9,11.0,1.0,False,
4340,4,auditor,1,SELECT_RENTAL_AUDIT,189,276,12,11.0,1.0,False,
4341,15,auditor,2,SELECT_RENTAL_AUDIT,199,272,8,11.0,1.0,False,
4342,22,admin,2,SELECT_ALL_TABLES,494,4070,1,11.0,1.0,False,
4343,15,auditor,2,SELECT_ALL_PAYMENTS,271,927,12,11.0,1.0,False,
4344,9,support_staff,1,SELECT_RENTAL_STATUS,33,8,9,11.0,1.0,False,
4345,6,billing_staff,1,INSERT_PAYMENT,16,1,3,12.0,1.0,False,
4346,12,manager,2,SELECT_REVENUE_REPORT,179,365,11,12.0,1.0,False,
4347,22,admin,2,UPDATE_STAFF,19,1,6,12.0,1.0,False,
4348,4,auditor,1,SELECT_ALL_PAYMENTS,290,473,12,12.0,1.0,False,
4349,10,support_staff,1,SELECT_CUSTOMER,29,8,3,12.0,1.0,False,
4350,19,support_staff,2,SELECT_RENTAL_STATUS,47,11,4,12.0,1.0,False,
4351,20,support_staff,2,SELECT_RENTAL_STATUS,43,15,14,12.0,1.0,False,
4352,6,billing_staff,1,SELECT_PAYMENT,35,9,5,12.0,1.0,False,
4353,3,analyst,1,SELECT_FILM_DETAILS,24,2,11,12.0,1.0,False,
4354,19,support_staff,2,UPDATE_CUSTOMER,16,1,4,12.0,1.0,False,
4355,15,auditor,2,SELECT_RENTAL_AUDIT,205,184,7,12.0,1.0,False,
4356,21,support_staff,2,SELECT_RENTAL_STATUS,32,19,11,13.0,1.0,False,
4357,3,analyst,1,SELECT_FILM_DETAILS,34,21,3,13.0,1.0,False,
4358,4,auditor,1,SELECT_STAFF_ACTIVITY,137,34,13,13.0,1.0,False,
4359,3,analyst,1,SELECT_RENTAL_SUMMARY,40,112,5,13.0,1.0,False,
4360,21,support_staff,2,SELECT_CUSTOMER,25,1,12,13.0,1.0,False,
4361,16,billing_staff,2,SELECT_PAYMENT,40,22,12,13.0,1.0,False,
4362,11,admin,1,SELECT_SYSTEM_LOGS,375,799,9,13.0,1.0,False,
4363,10,support_staff,1,SELECT_CUSTOMER,24,3,13,13.0,1.0,False,
4364,2,analyst,1,SELECT_CUSTOMER_HISTORY,95,94,9,14.0,1.0,False,
4365,22,admin,2,SELECT_SYSTEM_LOGS,391,1811,12,14.0,1.0,False,
4366,21,support_staff,2,SELECT_RENTAL_STATUS,46,20,5,14.0,1.0,False,
4367,12,manager,2,SELECT_STORE_SUMMARY,54,5,14,14.0,1.0,False,
4368,18,billing_staff,2,INSERT_PAYMENT,16,1,1,14.0,1.0,False,
4369,21,support_staff,2,SELECT_RENTAL_STATUS,34,12,1,15.0,1.0,False,
4370,9,support_staff,1,SELECT_RENTAL_STATUS,34,5,5,15.0,1.0,False,
4371,14,analyst,2,SELECT_FILM_DETAILS,35,19,2,15.0,1.0,False,
4372,20,support_staff,2,SELECT_CUSTOMER,30,7,12,15.0,1.0,False,
4373,16,billing_staff,2,SELECT_PAYMENT,44,11,14,15.0,1.0,False,
4374,7,billing_staff,1,INSERT_PAYMENT,20,1,11,15.0,1.0,False,
4375,14,analyst,2,SELECT_RENTAL_SUMMARY,56,65,7,15.0,1.0,False,
4376,3,analyst,1,SELECT_RENTAL_SUMMARY,59,20,7,15.0,1.0,False,
4377,10,support_staff,1,UPDATE_CUSTOMER,13,1,8,16.0,1.0,False,
4378,8,support_staff,1,SELECT_CUSTOMER,35,7,1,16.0,1.0,False,
4379,4,auditor,1,SELECT_ALL_PAYMENTS,260,920,6,16.0,1.0,False,
4380,16,billing_staff,2,INSERT_PAYMENT,22,1,10,16.0,1.0,False,
4381,12,manager,2,SELECT_INVENTORY,79,93,1,16.0,1.0,False,
4382,22,admin,2,UPDATE_STAFF,17,1,10,16.0,1.0,False,
4383,19,support_staff,2,UPDATE_CUSTOMER,12,1,9,16.0,1.0,False,
4384,12,manager,2,SELECT_STORE_SUMMARY,53,3,14,17.0,1.0,False,
4385,22,admin,2,SELECT_ALL_TABLES,451,394,1,17.0,1.0,False,
4386,22,admin,1,UPDATE_STAFF,17,1,9,17.0,1.0,True,security
4387,6,billing_staff,1,SELECT_PAYMENT,38,19,4,17.0,1.0,False,
4388,7,billing_staff,1,INSERT_PAYMENT,22,1,11,17.0,1.0,False,
4389,11,admin,1,UPDATE_STAFF,21,1,13,17.0,1.0,False,
4390,12,manager,2,SELECT_INVENTORY,65,60,6,17.0,1.0,False,
4391,21,support_staff,2,SELECT_CUSTOMER,33,9,2,17.0,1.0,False,
4392,20,support_staff,2,SELECT_RENTAL_STATUS,35,15,6,17.0,1.0,False,
4393,12,manager,2,SELECT_INVENTORY,74,41,2,17.0,1.0,False,
4394,4,auditor,1,SELECT_ALL_PAYMENTS,269,685,5,17.0,1.0,False,
4395,9,support_staff,1,UPDATE_CUSTOMER,12,1,14,17.0,1.0,False,
4396,10,support_staff,1,UPDATE_CUSTOMER,12,1,3,2.0,2.0,True,temporal
4397,14,analyst,2,SELECT_FILM_DETAILS,26,6,6,2.0,2.0,True,temporal
4398,9,support_staff,1,SELECT_CUSTOMER,25,7,5,8.0,2.0,False,
4399,4,auditor,1,SELECT_ALL_PAYMENTS,337,674,8,8.0,2.0,False,
4400,15,auditor,2,SELECT_RENTAL_AUDIT,202,295,12,8.0,2.0,False,
4401,21,support_staff,2,SELECT_RENTAL_STATUS,45,8,7,8.0,2.0,False,
4402,21,support_staff,2,UPDATE_CUSTOMER,16,1,9,8.0,2.0,False,
4403,14,analyst,2,SELECT_RENTAL_SUMMARY,42,139,1,8.0,2.0,False,
4404,4,auditor,1,SELECT_RENTAL_AUDIT,190,287,13,8.0,2.0,False,
4405,11,admin,1,SELECT_ALL_TABLES,582,3751,9,9.0,2.0,False,
4406,15,auditor,2,SELECT_RENTAL_AUDIT,195,290,11,9.0,2.0,False,
4407,5,billing_staff,1,SELECT_PAYMENT,42,11,7,9.0,2.0,False,
4408,19,support_staff,2,UPDATE_CUSTOMER,12,1,5,9.0,2.0,False,
4409,18,billing_staff,2,INSERT_PAYMENT,23,1,13,9.0,2.0,False,
4410,17,billing_staff,2,INSERT_PAYMENT,16,1,11,9.0,2.0,False,
4411,17,billing_staff,2,SELECT_CUSTOMER,103,29,3,9.0,2.0,True,performance
4412,3,analyst,1,SELECT_CUSTOMER_HISTORY,90,77,12,9.0,2.0,False,
4413,11,admin,1,UPDATE_STAFF,23,1,13,9.0,2.0,False,
4414,19,support_staff,2,UPDATE_CUSTOMER,15,1,4,9.0,2.0,False,
4415,9,support_staff,1,SELECT_CUSTOMER,28,8,2,9.0,2.0,False,
4416,1,manager,1,SELECT_INVENTORY,66,125,14,9.0,2.0,False,
4417,6,billing_staff,1,SELECT_CUSTOMER,25,9,2,9.0,2.0,False,
4418,19,support_staff,2,SELECT_CUSTOMER,27,1,5,9.0,2.0,False,
4419,22,admin,2,SELECT_SYSTEM_LOGS,348,193,7,10.0,2.0,False,
4420,10,support_staff,1,UPDATE_CUSTOMER,13,1,1,10.0,2.0,False,
4421,5,billing_staff,1,SELECT_CUSTOMER,22,10,14,10.0,2.0,False,
4422,7,billing_staff,1,SELECT_CUSTOMER,23,6,6,10.0,2.0,False,
4423,2,analyst,1,SELECT_RENTAL_SUMMARY,46,160,9,10.0,2.0,False,
4424,5,billing_staff,1,SELECT_CUSTOMER,25,1,6,10.0,2.0,False,
4425,2,analyst,1,SELECT_RENTAL_SUMMARY,41,110,2,10.0,2.0,False,
4426,22,admin,2,SELECT_SYSTEM_LOGS,344,370,11,10.0,2.0,False,
4427,7,billing_staff,1,SELECT_PAYMENT,47,7,12,10.0,2.0,False,
4428,14,analyst,2,SELECT_FILM_DETAILS,28,6,2,10.0,2.0,False,
4429,6,billing_staff,1,INSERT_PAYMENT,17,1,13,10.0,2.0,False,
4430,22,admin,2,SELECT_ALL_TABLES,412,4074,12,10.0,2.0,False,
4431,17,billing_staff,2,INSERT_PAYMENT,17,1,1,10.0,2.0,False,
4432,5,billing_staff,1,SELECT_PAYMENT,47,3,6,11.0,2.0,False,
4433,7,billing_staff,1,INSERT_PAYMENT,18,1,13,11.0,2.0,False,
4434,16,billing_staff,2,SELECT_PAYMENT,40,26,1,11.0,2.0,False,
4435,12,manager,2,SELECT_REVENUE_REPORT,223,68,6,11.0,2.0,False,
4436,2,analyst,1,SELECT_FILM_DETAILS,24,41,3,11.0,2.0,False,
4437,11,admin,1,SELECT_SYSTEM_LOGS,453,1902,5,12.0,2.0,False,
4438,15,auditor,2,SELECT_ALL_PAYMENTS,292,574,11,12.0,2.0,False,
4439,22,admin,2,SELECT_ALL_TABLES,453,662,3,12.0,2.0,False,
4440,10,support_staff,1,SELECT_CUSTOMER,26,3,10,12.0,2.0,False,
4441,14,analyst,2,SELECT_RENTAL_SUMMARY,41,103,7,12.0,2.0,False,
4442,15,auditor,2,SELECT_RENTAL_AUDIT,198,131,7,12.0,2.0,False,
4443,1,manager,1,SELECT_STORE_SUMMARY,55,5,3,12.0,2.0,False,
4444,16,billing_staff,2,SELECT_CUSTOMER,22,5,5,12.0,2.0,False,
4445,17,billing_staff,2,INSERT_PAYMENT,19,1,10,13.0,2.0,False,
4446,19,support_staff,2,UPDATE_CUSTOMER,15,1,1,13.0,2.0,False,
4447,12,manager,2,SELECT_REVENUE_REPORT,213,388,13,13.0,2.0,False,
4448,17,billing_staff,2,SELECT_PAYMENT,36,24,2,13.0,2.0,False,
4449,8,support_staff,1,SELECT_RENTAL_STATUS,33,3,11,13.0,2.0,False,
4450,16,billing_staff,2,SELECT_CUSTOMER,27,10,4,13.0,2.0,False,
4451,9,support_staff,1,SELECT_CUSTOMER,25,10,4,13.0,2.0,False,
4452,10,support_staff,1,SELECT_CUSTOMER,30,2,12,14.0,2.0,False,
